ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0048638,regulation of developmental growth,254/8652,404/18112,4.87139052352904e-10,4.291370291860849e-8,2.6698638588604773e-8,24483/360272/65172/93667/64440/361764/25183/24392/25682/25595/317268/311622/302965/114514/311384/29417/301346/25751/25640/29475/29477/501099/498440/29755/309650/50686/29588/65047/25703/24654/300754/303021/303901/25416/29409/171572/24185/29358/84394/140908/56718/295953/81649/116590/24205/83572/290843/313413/171287/290562/171356/679028/29480/24954/296789/316521/64622/24482/63995/84609/303206/29254/140941/691317/252835/100910729/361324/24918/25731/363067/309376/25125/170915/29431/89816/313564/25529/24882/266707/89843/50557/170911/29751/81732/155430/298696/305589/25608/24805/25495/25296/64547/83840/291905/29300/84023/501069/29456/681740/305922/314930/81516/690853/25496/690516/297480/25614/54299/303823/26955/307940/299138/29386/24925/299799/25716/499497/24323/312213/140590/450224/360921/170899/65050/114593/309757/117282/171355/297516/313934/114851/24413/679869/296787/293042/81507/307833/686117/24224/24225/114487/114634/364952/50622/84022/25661/364706/81830/288663/140933/78965/317578/298504/29653/364069/337868/29152/114523/308739/25592/25553/116671/304514/303181/307350/363142/315996/310738/170845/79114/300992/308458/171119/688272/24617/171160/54226/25645/29155/296558/84005/29465/361244/83526/312703/300231/311860/297376/306790/360914/311547/29744/114029/83527/113995/309512/310641/114490/50687/113912/309280/304271/291553/24179/116717/25022/80881/117029/84010/25321/79245/83765/24176/25235/288762/25353/360748/63865/25647/140926/25273/293847/29446/691478/305066/298576/310630/24377/29270/64566/314981/308666/24883/29349/299116/59323/66017/84583/66025/246262/362675/25517/54254/25203/294787/81725/25360/60628/60465/113948/292156/84577/116700/25257,254
BP,GO:0035148,tube formation,128/8652,182/18112,4.94252488618022e-10,4.2967449898674625e-8,2.6732077119852848e-8,362736/85272/83721/305348/306657/79428/316013/311622/315217/85471/366508/301346/25640/29227/679713/29560/294503/362051/252833/300754/312781/25497/361700/24855/79225/361828/305230/289229/679693/367242/302424/171458/361472/25537/24771/84402/361517/309377/299979/114502/84353/361769/500308/316742/361096/59312/65165/64512/685072/308582/311331/25495/25296/311071/64547/59112/192126/25026/58868/60445/313757/25496/85489/84046/299138/303968/29216/64303/58834/297867/300128/84426/294276/24716/364666/296201/307740/114634/304883/307594/292770/78963/290669/24705/308739/171116/365581/686412/81757/83502/688749/362657/64044/287612/305497/311860/25249/303811/114490/306400/298878/25022/308577/304495/295461/29499/171049/25401/363544/362265/312651/25313/25578/315259/302993/114093/29258/64566/310552/298555/140586/58823/29349/306659/289437/170633/363662/282836,128
BP,GO:0198738,cell-cell signaling by wnt,271/8652,435/18112,5.042081717127035e-10,4.3144546217882994e-8,2.6842257092690063e-8,246047/64470/499745/114107/24650/83721/50672/287357/308703/498528/24331/24602/294515/311622/25479/25236/25431/363062/85471/171114/315196/293649/25640/64558/497926/84424/100360552/65027/29582/50686/78974/311163/24667/116477/680717/282582/304913/312781/689616/94196/24855/266803/116680/59075/64444/287447/308766/501097/116549/289229/81649/83805/293546/679693/116777/81666/362778/306007/287638/24205/297893/308068/302424/296179/310352/679028/295445/361367/114850/29657/84574/691317/362316/24817/84402/499918/116466/361230/25554/63879/309377/500532/309060/60328/266772/84353/498328/85497/295691/81816/64462/24882/25216/315294/83824/140588/50557/307449/64512/290317/497936/298696/79128/170667/29361/360606/25495/311071/192126/58868/363122/171548/363913/25094/365755/497961/362325/50677/305922/78975/25496/503000/100363275/679110/307940/83837/59076/27080/317715/83501/24881/24323/290794/683206/312937/498416/58919/192270/686779/500863/100310845/300128/84426/499088/316452/313228/689914/684097/363064/295062/360577/679869/83466/306811/316412/361094/500666/24326/307740/310074/114487/25406/364952/304883/78973/24329/499593/65157/24577/64572/312451/80722/25404/286994/302711/292907/361261/303181/302526/83684/299802/83465/83502/362770/304054/310644/292041/361205/54226/81517/25565/25601/679564/308051/287612/362550/289992/25729/311860/300673/361217/89803/83469/303811/309512/303372/65137/24666/113927/361531/171143/25022/316101/308577/316201/29499/29373/161452/363126/171049/116643/308584/500430/689918/309429/362065/313488/311642/498997/25313/361726/314717/361832/25437/289026/114557/361881/29192/287102/292690/315259/308896/289046/500762/64566/310552/361245/298555/140586/365468/295106/24506/293897/300160/29466/314621/295654/100362554/308796/140593/294562/303412/312936/315870/299636/282836/84577/679811/299611/363875/296121,271
BP,GO:0008361,regulation of cell size,156/8652,230/18112,5.093498721045669e-10,4.3144546217882994e-8,2.6842257092690063e-8,360272/65172/93667/361764/25183/292887/364206/25595/302965/114514/311384/84360/301346/25751/29477/501099/29560/65047/313020/308069/303901/303298/25416/29409/24855/171572/25293/24185/66026/84394/140908/65206/56718/117273/29501/83572/171287/315655/25523/290562/296789/64622/84609/691209/303206/29254/691317/100910729/361324/294797/363067/309376/81521/170915/29431/25690/25529/24882/266733/59326/299012/312927/50557/311846/59312/497078/29751/81732/305589/171373/501069/60445/29456/83629/690853/690516/303823/307940/299799/155423/24323/312213/140590/450224/360921/65050/171355/26295/296787/293042/24716/364395/307833/317420/24225/25240/362302/25661/306619/81830/140933/83731/286758/295378/314979/114523/308739/24170/116671/303181/299331/363142/315996/310738/170845/171119/25065/296558/84005/29465/361244/300231/311860/306790/29744/114029/83527/363013/310641/50687/113912/309280/360776/304271/24215/315272/64476/117029/83765/25353/100360427/304203/287871/310630/310621/64566/171443/295357/308666/66025/246262/362675/60465/25498/363875/54300,156
BP,GO:0003007,heart morphogenesis,184/8652,279/18112,5.319234423039847e-10,4.448630611775224e-8,2.7677029209820923e-8,85272/360272/93667/24392/313575/299236/85471/308913/501099/29275/29560/366980/294503/50686/293860/83476/25703/312781/361700/311553/497991/64444/29358/24706/308766/361103/56718/289229/315139/311098/171356/679028/24954/365652/25690/25554/313564/299979/117558/84353/498328/310315/361769/29733/116490/25483/306571/65165/502935/25694/64512/155430/308582/25495/25296/59112/63839/29300/58868/25639/367100/64637/314930/81516/24516/25496/85489/84046/25654/353305/313845/50563/303968/29216/299284/499497/58834/81647/24323/25587/313922/140590/114503/100310845/445442/305675/295929/25271/79218/25546/296787/81710/81507/296201/79558/24326/114487/114634/307594/50554/84399/364706/58946/689560/293046/689710/29492/311332/312652/24705/308376/365352/304514/303181/691246/313689/686310/497010/24837/361419/64031/287612/361807/360801/83518/24585/89804/363521/114029/299638/303811/29146/114490/360903/24842/362934/680537/293148/25022/295461/25340/84010/29499/29373/155437/287867/79252/363126/171049/114207/83765/363544/362265/497979/25273/116676/308923/305066/29192/170909/687536/57341/64566/310552/29577/140586/310025/293897/25237/29349/27064/299116/298652/54254/294787/294562/83467/312936/304037/306871/299266/66024/360737/363875,184
BP,GO:0072175,epithelial tube formation,119/8652,167/18112,5.438407084054385e-10,4.491444450543415e-8,2.7943394293726807e-8,362736/85272/83721/305348/306657/79428/316013/311622/315217/85471/366508/301346/25640/679713/29560/294503/362051/252833/300754/312781/25497/361700/24855/79225/361828/305230/289229/679693/367242/171458/361472/25537/24771/84402/361517/309377/299979/114502/84353/361769/500308/316742/361096/59312/65165/64512/685072/308582/311331/25495/25296/311071/59112/25026/58868/60445/313757/85489/84046/299138/303968/29216/64303/58834/297867/300128/84426/294276/24716/364666/296201/307740/114634/304883/307594/292770/78963/290669/24705/308739/171116/686412/81757/688749/362657/64044/287612/305497/311860/25249/303811/114490/306400/298878/25022/308577/304495/295461/29499/171049/25401/363544/362265/312651/25313/315259/302993/114093/29258/64566/310552/298555/140586/58823/29349/306659/289437/170633/282836,119
BP,GO:0050678,regulation of epithelial cell proliferation,246/8652,390/18112,5.793527934120838e-10,4.725659143300787e-8,2.9400554363537194e-8,58812/680616/24483/24790/24708/499745/314423/50672/24392/25682/25236/25431/114110/85471/366508/29417/688041/65218/29227/100360552/305999/313018/306873/499443/84469/313729/24957/294503/81722/114483/291912/680717/117279/312781/117560/58961/24390/24451/497991/94203/25159/246334/24855/79225/24185/64444/29348/56718/116777/24874/289754/24205/58924/252917/360635/24482/114850/63995/65129/25317/311144/252835/24918/84402/25125/25554/362918/25149/114111/117033/307151/25584/84353/315294/365299/50557/64033/502935/65164/307449/25694/24596/79128/25608/498764/25495/25296/192126/25262/24516/498309/25496/85489/84046/297480/314850/25154/24807/117027/299138/24404/303968/29397/299284/499497/81647/683206/362264/140590/58919/445442/289515/156726/81745/309757/292658/58853/361698/362317/315039/363265/679869/29135/81507/192248/296201/310131/64535/25509/24326/113984/114487/114634/29616/24329/24887/84022/499593/303443/84399/24577/29344/494345/58946/25252/25404/171102/29316/25664/286758/29492/311332/25325/24592/89811/303181/25429/315610/79114/497010/308336/305843/292878/83502/171112/117183/290232/81517/25738/497811/85268/24791/24628/363425/83518/116589/24873/266787/299638/81919/25665/60335/84475/29568/494343/298878/25022/29499/29373/79240/155437/317370/29534/500409/363164/25261/83765/24498/287774/29220/24835/360748/362265/311642/312651/308061/29221/25313/25273/116676/310769/25290/305066/89806/64104/287871/367455/683470/81512/310621/290921/64566/25697/310552/29577/299061/140586/25124/295106/363517/685758/25237/299116/59323/314621/59301/114766/315870/313017/360254/113959/24180/25498/360737/685128/313644,246
BP,GO:0016055,Wnt signaling pathway,269/8652,432/18112,6.269842590121711e-10,5.051810974748066e-8,3.142969873482064e-8,246047/64470/499745/114107/24650/83721/50672/287357/308703/498528/24331/24602/294515/311622/25479/25236/25431/363062/85471/171114/315196/293649/25640/64558/497926/84424/100360552/65027/29582/50686/78974/311163/24667/116477/680717/282582/304913/312781/689616/94196/24855/266803/116680/59075/64444/287447/308766/501097/116549/289229/81649/83805/293546/679693/116777/81666/362778/306007/287638/24205/297893/308068/302424/296179/310352/679028/295445/361367/114850/29657/84574/691317/362316/24817/84402/499918/116466/361230/25554/63879/309377/500532/309060/60328/266772/84353/85497/295691/81816/64462/24882/25216/315294/83824/140588/50557/307449/64512/290317/497936/298696/79128/170667/29361/360606/25495/311071/192126/58868/363122/171548/363913/25094/365755/497961/362325/50677/305922/78975/25496/503000/100363275/679110/307940/83837/59076/27080/317715/83501/24881/24323/290794/683206/312937/498416/58919/192270/686779/500863/100310845/300128/84426/499088/316452/313228/689914/684097/363064/295062/360577/679869/83466/306811/316412/361094/500666/24326/307740/310074/114487/25406/364952/304883/78973/24329/499593/65157/24577/64572/312451/80722/25404/286994/302711/292907/361261/303181/302526/83684/299802/83465/83502/362770/304054/310644/292041/361205/54226/81517/25565/679564/308051/287612/362550/289992/25729/311860/300673/361217/89803/83469/303811/309512/303372/65137/24666/113927/361531/171143/25022/316101/308577/316201/29499/29373/161452/363126/171049/116643/308584/500430/689918/309429/362065/313488/311642/498997/25313/361726/314717/361832/25437/289026/114557/361881/29192/287102/292690/315259/308896/289046/500762/64566/310552/361245/298555/140586/365468/295106/24506/293897/300160/29466/314621/295654/100362554/308796/140593/294562/303412/312936/315870/299636/282836/84577/679811/299611/363875/296121,269
BP,GO:0050890,cognition,243/8652,385/18112,6.75195138650266e-10,5.374716001279889e-8,3.343864320138603e-8,84686/24483/54278/25051/25446/266734/64440/29424/102550344/65272/83709/315606/364786/685474/363071/116638/29477/140447/114705/65027/289820/311450/501099/116595/289201/29335/297514/24410/313558/360904/29582/29560/81722/294318/79212/24654/305540/296467/60568/29691/25012/307206/25229/140908/25049/56718/64457/83805/25139/25590/83572/29707/300772/50592/360616/29256/64622/361367/24482/171115/116508/25699/24448/60324/84550/170915/25521/286928/54239/29431/314322/89816/171093/305265/60391/25149/361585/140448/680427/24316/81661/309532/311730/140610/24525/25152/25679/311443/29411/25248/59326/81648/50557/64033/59312/680647/81737/114090/360606/25495/171373/29619/83840/25298/301164/308435/60445/64030/315346/84009/364634/54276/287005/305434/24516/24807/311055/81672/29386/24925/25445/296078/29397/499497/54323/307916/170899/680971/64865/25742/24766/25342/24408/25509/24225/25675/304883/24329/84022/313633/292804/24418/54234/25054/306619/29410/24922/89828/83722/310392/298504/288475/24592/499529/25553/24718/499073/83532/83684/25429/310738/364674/366274/301309/361309/29716/360645/311191/54226/81517/192256/25195/25085/29737/29527/363720/85268/66028/293614/24511/311860/65032/287476/24417/317391/170496/360742/445271/24681/24693/365963/81812/24179/58814/171143/25730/114858/29290/64443/24494/116967/113911/81751/287478/81660/24679/24176/63865/25050/60582/679906/688705/140568/78957/25324/84600/171056/29192/25302/24267/83529/282838/58959/308666/288665/311311/25550/100360071/24659/288595/293897/29595/291084/24686/363686/306549/294787/81725/299757/113959/56806/294043/29722,243
BP,GO:0061448,connective tissue development,200/8652,308/18112,7.110855838948246e-10,5.593026729515602e-8,3.479685720688333e-8,85272/24708/24650/287357/25682/363026/83516/314393/305848/315196/293649/291228/29227/29195/501099/117092/314694/360904/29560/501145/64468/361940/293165/83476/117279/282582/252833/300754/24831/113983/312781/303021/29702/79225/155012/301291/24706/66026/81526/313860/81649/29175/24914/289754/315478/116487/25705/25523/171356/24482/361060/114850/266813/25181/313954/252835/24499/309945/367218/116466/85435/25554/313564/24247/84353/25622/295691/305386/309156/59328/116490/24629/60351/25483/315294/140588/299897/298874/170911/308468/94338/685072/25608/288152/500131/25495/25296/59112/291905/298101/64637/365755/81516/313997/25496/25654/24459/299284/499497/315879/81647/24323/25587/291023/298894/140590/64032/500863/291406/445442/156726/307271/114593/309757/171355/50662/315039/684112/25546/680712/306009/246771/81710/81507/293701/25406/305104/25099/29375/84399/171052/366542/25664/78965/295928/24705/81518/79114/681309/310644/691657/140587/81517/294279/500485/287534/294809/25671/117099/292999/24628/24695/65984/29345/309444/305081/353227/298878/306375/81812/171143/83838/116499/29373/498392/316327/81682/308408/25235/29441/311642/304729/690163/498398/24450/302993/64104/309165/29261/252900/81512/290921/64566/310552/140586/295106/361722/366206/29476/24883/25014/59301/113931/297894/303488/299766/24250/362800/113948/290553,200
BP,GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,244/8652,387/18112,7.230894121656737e-10,5.620531466092478e-8,3.496797714559697e-8,307251/85272/79216/502727/338475/116667/25236/25431/83711/364786/29417/117107/25751/117140/680066/59106/307376/303113/314694/294503/307618/287155/316312/298024/83476/680717/294754/252833/84352/266803/79225/301291/361103/81526/54281/690899/296952/81649/83805/314675/25196/24914/289754/287638/296072/300455/25705/315139/296179/679028/294930/113970/84574/363455/252835/100360307/24817/310681/84402/25125/170915/367218/314322/305539/85435/114031/308478/309377/315713/360820/311061/89817/361954/681433/59328/363294/100366024/25483/59302/114636/316742/360959/299897/361096/81735/65164/432392/245921/298696/94338/79128/360606/25495/25296/362238/311071/170842/29300/58868/83727/25639/367100/315748/497961/306471/24373/290537/305922/79210/81516/313757/24516/311676/498576/25496/84046/690516/290744/25614/114208/302822/287765/365894/29216/83837/300813/24881/313477/81647/140590/445442/81745/309757/301285/300032/295062/679869/680712/689008/81710/81507/83841/296201/79558/25617/362860/50554/102553587/94188/25054/59107/80722/25404/25664/311827/29263/29492/306141/362738/29152/308739/497010/303689/64031/308870/501231/192269/500485/24401/25671/361807/361244/289992/363425/300757/311860/500311/25735/300673/89803/306351/290834/305302/114029/294297/114490/362812/293135/24842/24666/289264/170900/298744/83823/50594/291754/306805/83838/361242/29373/102553002/414065/161452/171049/25261/84471/291312/314259/79242/499929/497979/25447/25591/498642/303185/309170/246297/367455/290652/366251/290921/64566/310552/29577/24514/114498/679921/29476/293897/315388/25237/314621/54254/24177/300748/309775/294562/296500/362800/64549/29199/362342/84397/24472,244
BP,GO:0032868,response to insulin,224/8652,351/18112,7.401117315259353e-10,5.685951407199831e-8,3.53749854542078e-8,24483/24790/24708/81530/85428/25721/362461/24602/360949/114514/292072/114700/116723/297417/170917/25630/24803/307988/29335/59295/313729/29560/50686/25703/117279/313020/365228/25696/24855/24185/66026/56718/81649/83805/25139/25196/311839/289754/25611/24205/681056/83504/287659/307901/64194/171356/25706/24954/24482/25117/266688/85420/691431/362817/360576/301024/60663/291675/24539/29431/56010/296372/81504/24484/94172/302678/29645/24316/304282/25622/85497/81816/288985/140607/84021/60351/24950/114767/362972/50557/64033/24782/245921/24190/25608/114090/83840/301164/25026/315427/60445/25017/290537/314824/293056/58834/362264/170670/498416/24465/500442/81745/309757/117282/171355/246046/117243/25271/24413/26295/25414/306009/117063/364395/84006/301020/25513/362612/316021/293701/24224/25509/25383/302415/362860/300253/84022/303443/25099/313340/25530/24577/84575/24426/85385/29344/65261/25664/29653/25325/29152/171116/313977/25193/307759/170538/58940/316737/83817/116721/170845/299156/24617/25238/298296/24401/117099/301737/24628/363425/25634/361969/24697/64043/117544/363285/362261/360406/25464/60661/246324/65038/25676/24179/25120/361202/64476/25467/25321/29741/24494/83586/29141/29184/299691/25235/295248/24498/309429/64709/114203/246273/360748/25591/309008/24450/361881/24651/312372/310838/309165/25435/287533/24638/25167/308666/25124/85256/24506/500538/24240/114095/94340/300955/362282/64672/84020/246250/498560/25283/25659/25635/117505/365398,224
BP,GO:0035107,appendage morphogenesis,124/8652,176/18112,7.672938280833714e-10,5.760807184257767e-8,3.584069854863117e-8,307251/85272/365900/287357/24392/299499/25236/25431/305848/293649/116502/314694/360904/311743/113983/312781/282635/497991/296511/246334/24706/303991/313860/81666/297893/367242/114850/266813/252835/24817/312495/289486/312981/367218/116548/288154/299979/84353/24882/25483/140588/246284/361410/685072/25495/25296/64547/64637/313757/25496/85489/84046/353305/50563/299284/298894/500863/297099/315039/684112/301285/25546/296787/689008/81710/81507/307740/24887/50554/84399/289392/171052/307724/29492/353252/686412/304514/315338/79114/363286/688749/688999/305552/287612/304947/83469/309444/94204/114029/303399/353227/298878/364910/293148/25022/308577/29499/116499/161452/81751/313488/25401/362265/312651/304729/116676/287383/29192/366082/310418/683470/64566/310552/29147/140586/311349/293897/29349/305349/113931/294787/691750/84577/290553,124
BP,GO:0035108,limb morphogenesis,124/8652,176/18112,7.672938280833714e-10,5.760807184257767e-8,3.584069854863117e-8,307251/85272/365900/287357/24392/299499/25236/25431/305848/293649/116502/314694/360904/311743/113983/312781/282635/497991/296511/246334/24706/303991/313860/81666/297893/367242/114850/266813/252835/24817/312495/289486/312981/367218/116548/288154/299979/84353/24882/25483/140588/246284/361410/685072/25495/25296/64547/64637/313757/25496/85489/84046/353305/50563/299284/298894/500863/297099/315039/684112/301285/25546/296787/689008/81710/81507/307740/24887/50554/84399/289392/171052/307724/29492/353252/686412/304514/315338/79114/363286/688749/688999/305552/287612/304947/83469/309444/94204/114029/303399/353227/298878/364910/293148/25022/308577/29499/116499/161452/81751/313488/25401/362265/312651/304729/116676/287383/29192/366082/310418/683470/64566/310552/29147/140586/311349/293897/29349/305349/113931/294787/691750/84577/290553,124
BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,142/8652,207/18112,9.11489109253364e-10,6.766526454873007e-8,4.209775247349954e-8,24483/170819/308703/64022/171040/25408/25267/289747/311163/291912/100361138/25696/79225/58935/64444/66026/29348/56718/83805/293546/297893/114553/192204/50646/307403/64226/25205/296409/365948/64622/24482/303905/24499/315609/114111/29645/56029/25622/60584/79249/81737/24335/25608/25298/84023/117258/64030/315346/192270/289515/59325/288077/29201/310131/79558/292130/25406/60427/84050/24932/24418/155140/89807/316539/679566/116562/100910984/25433/25592/24718/89811/303181/24832/25454/171369/25047/54226/24699/498910/303882/81651/25625/24628/363425/24511/311860/365410/29495/24697/306790/83469/305448/291044/303903/25464/24446/25610/24842/691533/25676/24179/365769/24497/29290/79245/29402/207113/309459/29184/25235/24498/29220/24835/288444/25313/364031/362491/291202/25621/313050/116553/287287/25172/29577/24514/24506/29595/29349/24686/688621/59323/295279/314621/59301/25670/362558/361598/81725/84492/29412/84577/24310,142
BP,GO:0031589,cell-substrate adhesion,238/8652,377/18112,9.821016694055137e-10,7.130489812925527e-8,4.4362140185408116e-8,294925/296456/689069/25682/311622/302965/114514/65037/364786/29417/315744/25751/64558/298594/100360552/501099/307376/307988/306873/499443/287989/81707/293860/114483/25197/83476/365691/366474/304913/308444/301363/100363276/29681/24390/685269/58935/308995/303259/64202/361568/282583/361313/140908/117273/83805/291610/685004/89805/24214/306759/50646/302424/307098/313490/363554/296179/317470/296409/296789/361069/498003/81823/85265/311144/24771/362973/305679/369016/688400/303836/361840/685611/60379/305987/315609/116548/114111/360820/306941/360468/29645/117033/311061/288038/114492/84353/56029/25622/365865/298185/114636/25528/50557/313831/302396/25694/79128/287931/288152/360606/293677/60333/64547/60445/292401/60331/367100/315346/301511/25496/25614/282843/307940/687031/311494/305332/299284/24881/58834/314280/64032/29528/445442/81754/170908/312401/313339/84426/81745/24338/287876/25414/295382/680419/192248/25513/25473/680115/25232/24224/25393/84050/312566/25494/25661/501841/292597/498079/89807/362393/291180/60378/78965/24592/50568/24832/304299/54320/300768/24617/54308/501231/315509/81517/305552/289785/294809/298006/289992/301737/117036/304021/83526/24628/312279/24511/311860/361969/89804/81008/360750/290834/689074/291044/305081/29146/25361/81919/50687/362956/78958/301229/83577/494343/65048/25676/24179/315191/311647/116669/361242/362037/170921/24604/25261/25678/361945/360849/29184/25600/81679/309429/25118/25353/25312/679906/293660/687536/305078/192177/309186/57341/499431/25167/24514/25237/309684/300653/361598/299766/364630/363662/291245/60465/66024/56646/25724/363875,238
BP,GO:1990778,protein localization to cell periphery,238/8652,377/18112,9.821016694055137e-10,7.130489812925527e-8,4.4362140185408116e-8,362736/84686/25289/192254/116479/85428/362461/83709/116690/25479/497975/114514/60627/260323/113961/685244/83730/25297/81803/364033/25650/24803/84351/266777/81707/81822/303476/293860/362696/64665/316516/24414/312781/310533/303222/24855/25012/171104/58935/24185/140908/56820/25272/116549/313860/25263/309557/192204/308068/306324/315655/25523/25537/687105/316521/266688/113970/81823/29704/360576/369016/309376/64832/25247/25531/89816/171571/60391/316415/192249/360468/259243/362156/361171/365865/680531/29272/309156/287657/60442/79121/363674/29650/65165/78961/81732/497936/79128/25609/362895/246296/360606/84016/309129/60355/501069/171058/84009/25017/245956/290537/116501/295347/291352/313928/26955/207123/83501/54241/252857/290533/360571/170699/25686/361833/29528/303141/81745/293016/84006/24408/25513/317420/298771/58965/171111/498297/24329/64845/245966/84022/313633/500986/313340/25530/499975/81830/170673/25252/25404/59074/366492/288475/25400/266611/116600/303181/83684/288689/83615/359728/299156/308458/83502/308790/501203/140665/308870/303183/81659/171444/66028/25625/171026/171140/24511/500065/29495/246772/293455/498266/65199/288652/361167/117548/24888/308875/25246/246324/308003/302422/113894/500564/308173/300066/293645/81802/310669/29741/304469/361512/314259/81679/25514/81005/298675/170851/691631/24835/65144/363112/100359512/25390/24923/293692/679462/25621/24245/501617/24411/56611/362848/313717/64630/289357/287533/58817/295106/25550/24506/25541/303754/305349/24686/378774/288124/100360302/362048/81755/293619/100196907/304037/287042/291245/113948/252892/363875/117505,238
BP,GO:1903522,regulation of blood circulation,182/8652,277/18112,1.033431256838315e-9,7.398530584376838e-8,4.6029748244671206e-8,58812/25051/65195/50672/315611/367302/24392/24602/309953/25650/29560/81722/50686/29542/498918/25108/25471/58971/25505/24831/63883/365228/298184/117028/683667/24185/64444/29358/117273/29480/29571/171115/85420/25699/29254/24448/312896/312981/305987/25690/25399/313564/29209/192249/24473/24247/24174/24316/24242/24244/50663/363159/89843/29180/307562/291760/289734/24782/29751/155430/25608/89808/25026/29693/63840/245956/81516/50563/24807/24626/24925/29686/29712/24323/309957/140590/64032/309757/50664/295929/257648/25546/25187/25342/25668/25513/117018/24326/25675/24329/25107/29717/295214/503018/85385/54234/25252/689560/313587/25404/25470/116562/25433/25592/116600/29452/304514/299331/59266/691246/24258/300992/308458/24837/29716/25238/681190/171160/54226/58950/25560/25085/29527/24324/679629/311860/361969/65032/24585/24929/83810/29659/266706/25665/25464/116601/114862/116677/24693/81812/24179/171143/29290/29713/24808/24165/100909648/24241/24176/81679/24816/170851/24835/63887/81638/25290/81752/366270/25302/500943/362521/306327/360718/24514/25550/24659/100911581/29595/24175/84583/59301/54254/64672/84020/25439/29412/315870/306871/24180/24211/117505/24310,182
BP,GO:0006936,muscle contraction,209/8652,325/18112,1.0414156869184893e-9,7.398530584376838e-8,4.6029748244671206e-8,25722/65195/689890/50672/315611/367302/24602/24852/685867/501099/25650/84351/29275/362867/25471/686019/58971/25505/59108/192206/63883/298184/288057/117028/25103/171104/683667/252942/29358/66026/56718/117273/308709/114115/114553/25537/365652/29571/171115/25101/682930/312896/54239/312981/305987/171571/25399/140448/29209/192249/117558/24174/24316/25029/24242/24244/50663/59328/363159/296935/307562/291760/24583/363674/308899/81632/289734/170911/24782/94338/360618/362895/54240/83840/84023/64030/25639/29693/245956/81516/353305/25154/50563/24807/24626/24925/308523/29686/29712/24323/290533/64032/303200/100310845/295929/81574/25342/25668/24959/117018/300838/24326/84022/29717/85385/29410/25252/313625/689560/313587/25404/83731/497892/29316/25470/64513/25592/89811/116600/299331/59266/691246/24258/364674/308572/305338/24837/29716/25238/25566/681190/58950/25560/286899/29527/497757/24324/65032/24585/24929/363521/83810/29659/296654/25665/192245/116601/114862/24693/291553/24179/58814/171143/79240/29290/170921/29713/24808/24165/81751/114207/24241/24176/81679/24816/170851/24835/63887/24261/29215/311642/170546/25323/246297/366270/690423/500943/309139/362521/306327/24553/313050/361722/295261/29595/360872/81509/24175/84583/59301/54254/171409/64672/84020/25439/29412/25688/291245/500267/60628/306871/60465/113948/66024/24211/309361/691644/29722/117505,209
BP,GO:0070997,neuron death,280/8652,454/18112,1.168473437150622e-9,8.212876594951233e-8,5.109617885860222e-8,54278/25051/24708/362255/29424/292887/289733/25367/83516/294515/64186/117536/25479/303010/309168/84014/29219/312303/59319/29515/85471/117523/113893/65218/29475/29477/308913/113955/25369/84351/24410/63868/60630/54702/29560/81722/50686/83620/24831/308444/24383/24451/64357/498995/29409/246334/29644/25385/64444/84019/140908/56718/117273/83805/297893/29707/50646/171287/171565/25205/500985/307901/291908/64622/24482/498434/140941/691317/252835/29491/25125/25398/314322/89816/297508/25149/63879/84353/24560/24525/25417/287110/29411/29609/64152/60590/317673/81735/170911/24782/81737/24596/314436/298696/24335/29884/65179/246274/89808/29619/64547/25262/24948/58868/60445/116554/170837/140942/24516/690853/296753/64026/299138/24404/81672/29386/313173/24881/499497/81647/25579/619558/288333/114503/360721/365355/312401/81745/309757/58853/24338/301285/24413/24766/287545/29392/296360/289353/308890/84006/24408/117520/25232/363855/24224/24225/114634/50622/24887/25617/292804/84582/365382/25054/89807/24922/361970/140933/83731/89828/310392/78965/78963/362738/25325/64513/24592/25592/499529/89811/192235/116671/303181/296344/24258/83817/24407/310738/308457/316256/117232/299608/54226/81517/64044/298296/64371/66028/305025/25625/60430/314465/311860/24854/24417/65199/64314/64826/24314/305081/360406/24888/170496/60661/298575/25610/24842/24681/29154/25676/492821/298566/83618/24179/85262/25730/365057/83725/366854/312647/304495/64476/117029/24334/29499/29290/246097/24604/304469/24494/79245/58918/360849/116782/25235/290501/24498/25118/24835/685781/63865/83584/140926/25273/25591/24336/300186/290907/171056/29192/79130/25302/25542/24377/24245/58959/116553/499285/64566/24514/25550/25510/498226/293897/300160/29349/317259/291084/24686/66017/300711/362675/25439/81725/296500/113959/362342/25283/25498/289380,280
